date,state,district,pincode,bio_age_5_17,bio_age_17_
11-12-2025,Odisha,Ganjam,761004,1,3
11-12-2025,Odisha,Ganjam,761005,9,3
11-12-2025,Odisha,Ganjam,761008,11,9
11-12-2025,Odisha,Ganjam,761026,12,4
11-12-2025,Odisha,Ganjam,761028,10,8
11-12-2025,Odisha,Ganjam,761029,13,9
11-12-2025,Odisha,Ganjam,761030,6,13
11-12-2025,Odisha,Ganjam,761105,25,12
11-12-2025,Odisha,Ganjam,761109,26,4
11-12-2025,Odisha,Ganjam,761116,4,0
11-12-2025,Odisha,Ganjam,761121,30,10
11-12-2025,Odisha,Ganjam,761144,3,0
11-12-2025,Odisha,Ganjam,761209,5,2
11-12-2025,Odisha,Jajpur,754023,2,1
11-12-2025,Odisha,Cuttack,754204,0,1
11-12-2025,Odisha,Jajpur,754296,2,0
11-12-2025,Odisha,Jajpur,755003,5,1
11-12-2025,Odisha,Jajpur,755007,5,2
11-12-2025,Odisha,Jajpur,755008,8,7
11-12-2025,Odisha,Jajpur,755009,2,2
11-12-2025,Odisha,Jajpur,755018,6,2
11-12-2025,Odisha,Jajpur,755026,5,1
11-12-2025,Odisha,Jajpur,755036,3,1
11-12-2025,Odisha,Jajpur,755043,6,3
11-12-2025,Odisha,Jagatsinghpur,754114,4,1
11-12-2025,Odisha,Jagatsinghpur,754132,16,10
11-12-2025,Odisha,Jagatsinghpur,754162,1,0
11-12-2025,Odisha,Jagatsinghpur,754106,0,5
11-12-2025,Odisha,Jagatsinghpur,754110,0,7
11-12-2025,Odisha,Jagatsinghpur,754111,1,3
11-12-2025,Odisha,Jagatsinghpur,754120,0,1
11-12-2025,Odisha,Cuttack,754130,1,0
11-12-2025,Odisha,Jagatsinghpur,754132,2,3
11-12-2025,Odisha,Jagatsinghpur,754160,0,1
11-12-2025,Odisha,Kendrapara,754250,1,0
11-12-2025,Odisha,Jajpur,754292,5,4
11-12-2025,Odisha,Jajpur,755004,4,6
11-12-2025,Odisha,Jajpur,755006,5,3
11-12-2025,Odisha,Jajpur,755008,7,5
11-12-2025,Odisha,Jajpur,755009,7,3
11-12-2025,Odisha,Jajpur,755012,1,3
11-12-2025,Odisha,Jajpur,755022,1,6
11-12-2025,Odisha,Jajpur,755024,4,3
11-12-2025,Odisha,Jajpur,755027,3,2
11-12-2025,Odisha,Jajpur,755049,3,3
11-12-2025,Odisha,Jharsuguda,768216,5,5
11-12-2025,Odisha,Sambalpur,768221,0,2
11-12-2025,Odisha,Jharsuguda,768234,2,2
11-12-2025,Odisha,Kalahandi,766015,22,12
11-12-2025,Odisha,Kalahandi,766017,12,4
11-12-2025,Odisha,Kalahandi,766101,5,1
11-12-2025,Odisha,Kalahandi,766102,4,7
11-12-2025,Odisha,Kandhamal,762001,9,5
11-12-2025,Odisha,Kandhamal,762002,9,6
11-12-2025,Odisha,Kandhamal,762019,12,0
11-12-2025,Odisha,Kandhamal,762100,4,4
11-12-2025,Odisha,Kandhamal,762102,5,3
11-12-2025,Odisha,Kendrapara,754134,33,9
11-12-2025,Odisha,Jagatsinghpur,754140,5,2
11-12-2025,Odisha,Jagatsinghpur,754141,7,1
11-12-2025,Odisha,Kendrapara,754216,4,2
11-12-2025,Odisha,Kendrapara,754218,8,3
11-12-2025,Odisha,Kendrapara,754228,2,3
11-12-2025,Odisha,Kendrapara,754244,5,0
11-12-2025,Odisha,Kendrapara,754245,14,2
11-12-2025,Odisha,Kendrapara,754246,6,3
11-12-2025,Odisha,Kendrapara,754248,15,6
11-12-2025,Odisha,Kendrapara,754250,9,6
11-12-2025,Odisha,Kendrapara,754253,1,0
11-12-2025,Odisha,Kendrapara,754289,3,0
11-12-2025,Odisha,Keonjhar,758002,4,6
11-12-2025,Odisha,Keonjhar,758019,23,10
11-12-2025,Odisha,Keonjhar,758026,2,2
11-12-2025,Odisha,Keonjhar,758037,1,3
11-12-2025,Odisha,Keonjhar,758044,5,5
11-12-2025,Odisha,Keonjhar,758047,5,6
11-12-2025,Odisha,Keonjhar,758076,12,7
11-12-2025,Odisha,Keonjhar,758078,1,2
11-12-2025,Odisha,Keonjhar,758080,3,2
11-12-2025,Odisha,Keonjhar,758081,2,1
11-12-2025,Odisha,Keonjhar,758082,2,1
11-12-2025,Odisha,Khordha,751015,4,5
11-12-2025,Odisha,Khordha,751018,5,1
11-12-2025,Odisha,Khordha,751020,4,1
11-12-2025,Odisha,Khordha,751029,0,3
11-12-2025,Odisha,Khordha,751030,3,3
11-12-2025,Odisha,Khordha,751031,1,2
11-12-2025,Odisha,Khordha,752021,10,9
11-12-2025,Odisha,Khordha,752034,6,6
11-12-2025,Odisha,Khordha,752061,6,6
11-12-2025,Odisha,Khordha,752021,0,3
11-12-2025,Odisha,Khordha,752031,1,3
11-12-2025,Odisha,Khordha,752054,1,1
11-12-2025,Odisha,Khordha,752060,0,1
11-12-2025,Odisha,Khordha,752064,1,2
11-12-2025,Odisha,Cuttack,754004,0,3
11-12-2025,Odisha,Khordha,754005,0,1
11-12-2025,Odisha,Koraput,764005,3,6
11-12-2025,Odisha,Koraput,764027,5,10
11-12-2025,Odisha,Koraput,764028,4,5
11-12-2025,Odisha,Koraput,764036,11,11
11-12-2025,Odisha,Koraput,764040,0,2
11-12-2025,Odisha,Malkangiri,764044,1,2
11-12-2025,Odisha,Malkangiri,764045,3,1
11-12-2025,Odisha,Mayurbhanj,757022,5,2
11-12-2025,Odisha,Mayurbhanj,757025,13,6
11-12-2025,Odisha,Mayurbhanj,757033,12,12
11-12-2025,Odisha,Mayurbhanj,757035,2,4
11-12-2025,Odisha,Mayurbhanj,757040,17,8
11-12-2025,Odisha,Mayurbhanj,757041,4,7
11-12-2025,Odisha,Mayurbhanj,757043,15,10
11-12-2025,Odisha,Mayurbhanj,757045,4,2
11-12-2025,Odisha,Mayurbhanj,757046,5,2
11-12-2025,Odisha,Mayurbhanj,757055,3,2
11-12-2025,Odisha,Mayurbhanj,757074,5,1
11-12-2025,Odisha,Mayurbhanj,757083,1,0
11-12-2025,Odisha,Mayurbhanj,757091,9,7
11-12-2025,Odisha,Mayurbhanj,757107,5,5
11-12-2025,Odisha,Koraput,764058,6,0
11-12-2025,Odisha,Nabarangpur,764061,1,7
11-12-2025,Odisha,Nabarangpur,764075,19,5
11-12-2025,Odisha,Nayagarh,752077,16,13
11-12-2025,Odisha,Nayagarh,752078,4,2
11-12-2025,Odisha,Nayagarh,752079,5,2
11-12-2025,Odisha,Nayagarh,752089,0,4
11-12-2025,Odisha,Nayagarh,752090,3,2
11-12-2025,Odisha,Nayagarh,752094,5,1
11-12-2025,Odisha,Nuapada,766106,10,20
11-12-2025,Odisha,Puri,752014,13,3
11-12-2025,Odisha,Khordha,752060,0,1
11-12-2025,Odisha,Puri,752106,12,7
11-12-2025,Odisha,Puri,752120,1,2
11-12-2025,Odisha,Puri,752121,8,2
11-12-2025,Odisha,Sambalpur,768001,22,9
11-12-2025,Odisha,Sambalpur,768019,1,1
11-12-2025,Odisha,Sambalpur,768025,2,2
11-12-2025,Odisha,Sambalpur,768107,5,3
11-12-2025,Odisha,Deogarh,768109,3,0
11-12-2025,Odisha,Sambalpur,768227,2,5
11-12-2025,Odisha,Subarnapur,767017,4,5
11-12-2025,Odisha,Balangir,767020,3,0
11-12-2025,Odisha,Sundargarh,770002,0,2
11-12-2025,Odisha,Sundargarh,770013,0,2
11-12-2025,Odisha,Sundargarh,770015,1,5
11-12-2025,Odisha,Sundargarh,770016,4,2
11-12-2025,Odisha,Sundargarh,770022,0,2
11-12-2025,Odisha,Sundargarh,770032,1,1
11-12-2025,Odisha,Sundargarh,770035,2,3
11-12-2025,Odisha,Sundargarh,770036,0,5
11-12-2025,Odisha,Sundargarh,769001,8,4
11-12-2025,Odisha,Sundargarh,770014,6,4
11-12-2025,Odisha,Sundargarh,770051,6,7
11-12-2025,Odisha,Sundargarh,770073,12,5
11-12-2025,Odisha,Angul,759125,0,1
11-12-2025,Odisha,Balangir,767021,0,1
11-12-2025,Odisha,Balangir,767027,1,1
11-12-2025,Odisha,Balangir,767030,1,0
11-12-2025,Odisha,Balangir,767037,1,2
11-12-2025,Odisha,Balangir,767066,1,1
11-12-2025,Odisha,Balangir,767067,1,2
11-12-2025,Odisha,Balasore,756020,0,1
11-12-2025,Odisha,Balasore,756035,0,1
11-12-2025,Odisha,Balasore,756048,0,1
11-12-2025,Odisha,Balasore,756056,2,1
11-12-2025,Odisha,Bargarh,768103,0,1
11-12-2025,Odisha,Bhadrak,756101,1,1
11-12-2025,Odisha,Cuttack,753006,0,1
11-12-2025,Odisha,Cuttack,753014,0,7
11-12-2025,Odisha,Cuttack,754029,1,2
11-12-2025,Odisha,Cuttack,754031,0,1
11-12-2025,Odisha,Dhenkanal,759001,1,1
11-12-2025,Odisha,Ganjam,760004,1,0
11-12-2025,Odisha,Ganjam,761001,0,3
11-12-2025,Odisha,Ganjam,761052,1,0
11-12-2025,Odisha,Ganjam,761110,0,1
11-12-2025,Odisha,Ganjam,761116,1,4
11-12-2025,Odisha,Jagatsinghpur,754104,0,3
11-12-2025,Odisha,Jagatsinghpur,754138,1,0
11-12-2025,Odisha,Jajpur,755005,0,2
11-12-2025,Odisha,Khordha,751002,0,6
11-12-2025,Odisha,Khordha,751006,1,2
11-12-2025,Odisha,Khordha,751012,0,3
11-12-2025,Odisha,Khordha,751014,0,2
11-12-2025,Odisha,Khordha,751018,2,0
11-12-2025,Odisha,Khordha,751024,0,1
11-12-2025,Odisha,Khordha,751025,0,2
11-12-2025,Odisha,Khordha,752035,1,1
11-12-2025,Odisha,Khordha,752054,1,7
11-12-2025,Odisha,Khordha,752103,0,5
11-12-2025,Odisha,Khordha,754005,0,2
11-12-2025,Odisha,Mayurbhanj,757054,0,1
11-12-2025,Odisha,Nayagarh,752026,1,1
11-12-2025,Odisha,Nayagarh,752078,0,1
11-12-2025,Odisha,Nayagarh,752080,0,1
11-12-2025,Odisha,Puri,752015,0,1
11-12-2025,Odisha,Puri,752016,0,2
11-12-2025,Odisha,Sundargarh,769001,0,2
11-12-2025,Odisha,Sundargarh,770001,0,1
11-12-2025,Odisha,Sundargarh,770020,0,1
11-12-2025,Odisha,Angul,759117,10,7
11-12-2025,Odisha,Angul,759118,5,0
11-12-2025,Odisha,Dhenkanal,759120,0,1
11-12-2025,Odisha,Angul,759123,5,4
11-12-2025,Odisha,Angul,759126,6,14
11-12-2025,Odisha,Angul,759130,4,4
11-12-2025,Odisha,Angul,759145,6,3
11-12-2025,Odisha,Angul,759122,0,1
11-12-2025,Odisha,Angul,759128,0,2
11-12-2025,Odisha,Balangir,767027,9,9
11-12-2025,Odisha,Balangir,767061,7,1
11-12-2025,Odisha,Balangir,767065,6,12
11-12-2025,Odisha,Balasore,756001,0,2
11-12-2025,Odisha,Balasore,756026,0,3
11-12-2025,Odisha,Balasore,756042,0,1
11-12-2025,Odisha,Balasore,756046,1,0
11-12-2025,Odisha,Balasore,756058,8,2
11-12-2025,Odisha,Balasore,756079,2,0
11-12-2025,Odisha,Bhadrak,756115,0,1
11-12-2025,Odisha,Balasore,756182,0,1
11-12-2025,Odisha,Mayurbhanj,757055,0,1
11-12-2025,Odisha,Balasore,756019,10,4
11-12-2025,Odisha,Balasore,756021,8,6
11-12-2025,Odisha,Balasore,756058,9,1
11-12-2025,Odisha,Balasore,756080,1,3
11-12-2025,Odisha,Balasore,756081,3,3
11-12-2025,Odisha,Balasore,756086,0,1
11-12-2025,Odisha,Balasore,756126,8,5
11-12-2025,Odisha,Bargarh,768029,18,17
11-12-2025,Odisha,Bargarh,768035,2,1
11-12-2025,Odisha,Bargarh,768045,3,4
11-12-2025,Odisha,Bargarh,768048,4,5
11-12-2025,Odisha,Bargarh,768050,7,4
11-12-2025,Odisha,Boudh,762016,3,5
11-12-2025,Odisha,Boudh,762018,2,3
11-12-2025,Odisha,Jajpur,755007,1,0
11-12-2025,Odisha,Bhadrak,756101,5,2
11-12-2025,Odisha,Bhadrak,756111,3,2
11-12-2025,Odisha,Bhadrak,756122,6,2
11-12-2025,Odisha,Bhadrak,756127,4,6
11-12-2025,Odisha,Bhadrak,756138,2,3
11-12-2025,Odisha,Bhadrak,756139,2,3
11-12-2025,Odisha,Bhadrak,756165,1,0
11-12-2025,Odisha,Bhadrak,756181,10,1
11-12-2025,Odisha,Boudh,762015,13,7
11-12-2025,Odisha,Boudh,762018,9,2
11-12-2025,Odisha,Boudh,762023,4,2
11-12-2025,Odisha,Cuttack,753013,1,0
11-12-2025,Odisha,Cuttack,754002,1,4
11-12-2025,Odisha,Cuttack,754003,4,4
11-12-2025,Odisha,Cuttack,754004,13,11
11-12-2025,Odisha,Cuttack,754008,12,6
11-12-2025,Odisha,Cuttack,754009,8,10
11-12-2025,Odisha,Cuttack,754030,7,8
11-12-2025,Odisha,Cuttack,754100,4,2
11-12-2025,Odisha,Jagatsinghpur,754103,2,0
11-12-2025,Odisha,Cuttack,754105,2,3
11-12-2025,Odisha,Cuttack,754131,5,5
11-12-2025,Odisha,Jagatsinghpur,754132,0,2
11-12-2025,Odisha,Cuttack,754203,2,0
11-12-2025,Odisha,Cuttack,754206,5,7
11-12-2025,Odisha,Kendrapara,754289,0,2
11-12-2025,Odisha,Cuttack,754293,5,4
11-12-2025,Odisha,Dhenkanal,759021,15,6
11-12-2025,Odisha,Dhenkanal,759026,12,3
11-12-2025,Odisha,Gajapati,761200,3,4
11-12-2025,Odisha,Gajapati,761201,7,2
11-12-2025,Odisha,Gajapati,761206,17,5
11-12-2025,Odisha,Gajapati,761214,4,4
11-12-2025,Odisha,Gajapati,761215,2,4
11-12-2025,Odisha,Ganjam,760003,15,6
11-12-2025,Odisha,Ganjam,760004,9,2
11-12-2025,Odisha,Ganjam,760007,3,2
11-12-2025,Odisha,Ganjam,760010,10,5
11-12-2025,Odisha,Ganjam,761003,12,7
11-12-2025,Odisha,Ganjam,761007,6,5
11-12-2025,Odisha,Ganjam,761009,9,7
11-12-2025,Odisha,Ganjam,761041,7,3
11-12-2025,Odisha,Ganjam,761101,18,5
11-12-2025,Odisha,Ganjam,761104,23,11
11-12-2025,Odisha,Ganjam,761111,13,6
11-12-2025,Odisha,Ganjam,761118,22,8
11-12-2025,Odisha,Ganjam,761119,6,1
11-12-2025,Odisha,Ganjam,761123,26,9
11-12-2025,Odisha,Ganjam,761125,6,5
11-12-2025,Odisha,Ganjam,761132,11,2
11-12-2025,Odisha,Ganjam,761133,2,0
11-12-2025,Odisha,Ganjam,761143,5,3
11-12-2025,Odisha,Jajpur,754082,0,2
11-12-2025,Odisha,Jajpur,754205,3,2
11-12-2025,Odisha,Jajpur,755001,1,5
11-12-2025,Odisha,Jajpur,755004,3,1
11-12-2025,Odisha,Jajpur,755005,7,6
11-12-2025,Odisha,Jajpur,755006,1,3
11-12-2025,Odisha,Jajpur,755015,2,3
11-12-2025,Odisha,Jajpur,755024,2,1
11-12-2025,Odisha,Jajpur,755025,4,0
11-12-2025,Odisha,Jajpur,755027,2,1
11-12-2025,Odisha,Jagatsinghpur,754111,1,1
11-12-2025,Odisha,Jagatsinghpur,754138,21,5
11-12-2025,Odisha,Jagatsinghpur,754141,15,12
11-12-2025,Odisha,Jagatsinghpur,754142,4,0
11-12-2025,Odisha,Cuttack,754100,0,1
11-12-2025,Odisha,Jagatsinghpur,754107,0,3
11-12-2025,Odisha,Jagatsinghpur,754109,1,0
11-12-2025,Odisha,Jagatsinghpur,754119,2,1
11-12-2025,Odisha,Jagatsinghpur,754140,2,2
11-12-2025,Odisha,Jagatsinghpur,754294,0,2
11-12-2025,Odisha,Jajpur,754023,1,3
11-12-2025,Odisha,Jajpur,755001,6,7
11-12-2025,Odisha,Jajpur,755010,1,0
11-12-2025,Odisha,Jajpur,755011,17,6
11-12-2025,Odisha,Jajpur,755013,11,3
11-12-2025,Odisha,Jajpur,755018,9,12
11-12-2025,Odisha,Jajpur,755031,0,1
11-12-2025,Odisha,Jharsuguda,768201,8,5
11-12-2025,Odisha,Jharsuguda,768225,1,2
11-12-2025,Odisha,Kalahandi,766002,18,11
11-12-2025,Odisha,Kalahandi,766014,18,18
11-12-2025,Odisha,Kalahandi,766023,4,4
11-12-2025,Odisha,Kalahandi,766110,3,4
11-12-2025,Odisha,Kandhamal,762021,3,4
11-12-2025,Odisha,Kandhamal,762022,0,1
11-12-2025,Odisha,Kandhamal,762109,5,0
11-12-2025,Odisha,Kendrapara,754210,10,4
11-12-2025,Odisha,Kendrapara,754211,19,11
11-12-2025,Odisha,Jajpur,754214,5,1
11-12-2025,Odisha,Kendrapara,754217,14,10
11-12-2025,Odisha,Kendrapara,754227,14,8
11-12-2025,Odisha,Kendrapara,754230,1,0
11-12-2025,Odisha,Jajpur,755004,1,0
11-12-2025,Odisha,Jajpur,755016,6,3
11-12-2025,Odisha,Keonjhar,758001,8,10
11-12-2025,Odisha,Keonjhar,758017,2,3
11-12-2025,Odisha,Keonjhar,758023,10,3
11-12-2025,Odisha,Keonjhar,758025,5,7
11-12-2025,Odisha,Keonjhar,758029,12,11
11-12-2025,Odisha,Keonjhar,758035,18,14
11-12-2025,Odisha,Keonjhar,758036,3,3
11-12-2025,Odisha,Khordha,751004,1,0
11-12-2025,Odisha,Khordha,751005,0,1
11-12-2025,Odisha,Khordha,751016,7,3
11-12-2025,Odisha,Khordha,751019,3,7
11-12-2025,Odisha,Khordha,752023,5,5
11-12-2025,Odisha,Khordha,752038,2,4
11-12-2025,Odisha,Khordha,752060,4,3
11-12-2025,Odisha,Khordha,752100,18,8
11-12-2025,Odisha,Khordha,752103,9,2
11-12-2025,Odisha,Khordha,754001,3,2
11-12-2025,Odisha,Khordha,751002,0,2
11-12-2025,Odisha,Khordha,751019,1,1
11-12-2025,Odisha,Koraput,763002,1,1
11-12-2025,Odisha,Koraput,764003,5,9
11-12-2025,Odisha,Koraput,764004,1,0
11-12-2025,Odisha,Koraput,764038,5,3
11-12-2025,Odisha,Koraput,764041,1,0
11-12-2025,Odisha,Koraput,764081,12,1
11-12-2025,Odisha,Koraput,764043,3,0
11-12-2025,Odisha,Malkangiri,764048,2,0
11-12-2025,Odisha,Mayurbhanj,757023,3,2
11-12-2025,Odisha,Mayurbhanj,757024,4,7
11-12-2025,Odisha,Mayurbhanj,757029,1,2
11-12-2025,Odisha,Mayurbhanj,757048,9,5
11-12-2025,Odisha,Mayurbhanj,757049,2,8
11-12-2025,Odisha,Mayurbhanj,757051,12,2
11-12-2025,Odisha,Mayurbhanj,757079,6,3
11-12-2025,Odisha,Mayurbhanj,757087,7,6
11-12-2025,Odisha,Mayurbhanj,757093,2,3
11-12-2025,Odisha,Mayurbhanj,757105,1,7
11-12-2025,Odisha,Nabarangpur,764070,3,6
11-12-2025,Odisha,Nabarangpur,764078,3,5
11-12-2025,Odisha,Khordha,752023,1,2
11-12-2025,Odisha,Nayagarh,752024,3,9
11-12-2025,Odisha,Nayagarh,752091,1,3
11-12-2025,Odisha,Nuapada,766105,40,37
11-12-2025,Odisha,Nuapada,766107,23,7
11-12-2025,Odisha,Nuapada,766108,16,14
11-12-2025,Odisha,Nuapada,766118,23,10
11-12-2025,Odisha,Puri,752011,23,20
11-12-2025,Odisha,Puri,752017,41,5
11-12-2025,Odisha,Khordha,752019,7,8
11-12-2025,Odisha,Puri,752116,9,2
11-12-2025,Odisha,Puri,752119,5,4
11-12-2025,Odisha,Rayagada,765015,20,13
11-12-2025,Odisha,Rayagada,765033,6,1
11-12-2025,Odisha,Rayagada,765034,3,0
11-12-2025,Odisha,Sambalpur,768003,2,5
11-12-2025,Odisha,Sambalpur,768005,17,8
11-12-2025,Odisha,Sambalpur,768020,1,1
11-12-2025,Odisha,Sambalpur,768112,11,8
11-12-2025,Odisha,Sambalpur,768200,9,16
11-12-2025,Odisha,Subarnapur,767062,6,5
11-12-2025,Odisha,Subarnapur,767016,2,6
11-12-2025,Odisha,Sundargarh,769001,2,5
11-12-2025,Odisha,Sundargarh,769012,0,2
11-12-2025,Odisha,Sundargarh,770011,0,1
11-12-2025,Odisha,Sundargarh,770014,0,1
11-12-2025,Odisha,Sundargarh,770020,0,3
11-12-2025,Odisha,Sundargarh,770070,0,1
11-12-2025,Odisha,Sundargarh,770073,2,4
11-12-2025,Odisha,Sundargarh,769002,5,7
11-12-2025,Odisha,Sundargarh,769003,6,13
11-12-2025,Odisha,Sundargarh,769014,2,2
11-12-2025,Odisha,Sundargarh,769042,1,5
11-12-2025,Odisha,Sundargarh,770019,3,2
11-12-2025,Odisha,Sundargarh,770022,1,5
11-12-2025,Odisha,Sundargarh,770035,14,10
11-12-2025,Odisha,Sundargarh,770037,8,23
11-12-2025,Odisha,Sundargarh,770043,2,7
11-12-2025,Odisha,Sundargarh,770070,3,1
11-12-2025,Odisha,Jajpur,755022,0,1
11-12-2025,Odisha,Angul,759104,0,1
11-12-2025,Odisha,Balangir,767002,2,4
11-12-2025,Odisha,Balangir,767024,0,1
11-12-2025,Odisha,Balangir,767032,2,1
11-12-2025,Odisha,Balangir,767046,0,2
11-12-2025,Odisha,Balangir,767061,0,2
11-12-2025,Odisha,Balangir,767065,0,1
11-12-2025,Odisha,Balasore,756029,0,1
11-12-2025,Odisha,Bhadrak,756115,1,0
11-12-2025,Odisha,Bhadrak,756117,0,2
11-12-2025,Odisha,Bhadrak,756118,1,0
11-12-2025,Odisha,Bhadrak,756123,0,1
11-12-2025,Odisha,Bhadrak,756137,0,2
11-12-2025,Odisha,Bhadrak,756168,0,2
11-12-2025,Odisha,Cuttack,753003,0,5
11-12-2025,Odisha,Cuttack,753013,0,1
11-12-2025,Odisha,Dhenkanal,759018,0,2
11-12-2025,Odisha,Ganjam,760003,1,4
11-12-2025,Odisha,Ganjam,760006,0,3
11-12-2025,Odisha,Ganjam,760010,2,1
11-12-2025,Odisha,Ganjam,761008,0,2
11-12-2025,Odisha,Ganjam,761100,1,1
11-12-2025,Odisha,Kendrapara,754215,1,0
11-12-2025,Odisha,Keonjhar,758013,0,1
11-12-2025,Odisha,Khordha,751001,0,3
11-12-2025,Odisha,Khordha,751007,0,3
11-12-2025,Odisha,Khordha,751016,0,1
11-12-2025,Odisha,Khordha,751017,1,1
11-12-2025,Odisha,Khordha,752101,1,3
11-12-2025,Odisha,Koraput,763003,1,0
11-12-2025,Odisha,Koraput,764001,0,1
11-12-2025,Odisha,Mayurbhanj,757075,1,0
11-12-2025,Odisha,Nayagarh,752081,0,1
11-12-2025,Odisha,Nayagarh,752094,1,1
11-12-2025,Odisha,Puri,752002,0,2
11-12-2025,Odisha,Puri,752119,1,0
11-12-2025,Odisha,Subarnapur,767017,0,1
11-12-2025,Odisha,Sundargarh,769012,1,2
11-12-2025,Odisha,Angul,759122,1,3
11-12-2025,Odisha,Angul,759124,3,4
11-12-2025,Odisha,Angul,759129,13,11
11-12-2025,Odisha,Angul,759132,17,12
11-12-2025,Odisha,Balangir,767002,8,9
11-12-2025,Odisha,Balangir,767025,17,11
11-12-2025,Odisha,Balangir,767026,21,17
11-12-2025,Odisha,Balangir,767030,3,5
11-12-2025,Odisha,Balasore,756019,2,1
11-12-2025,Odisha,Balasore,756020,0,1
11-12-2025,Odisha,Balasore,756021,0,2
11-12-2025,Odisha,Balasore,756024,1,6
11-12-2025,Odisha,Balasore,756035,1,2
11-12-2025,Odisha,Balasore,756036,0,2
11-12-2025,Odisha,Balasore,756048,1,3
11-12-2025,Odisha,Balasore,756056,5,2
11-12-2025,Odisha,Balasore,756059,0,2
11-12-2025,Odisha,Balasore,756081,0,1
11-12-2025,Odisha,Balasore,756085,1,2
11-12-2025,Odisha,Mayurbhanj,757082,0,2
11-12-2025,Odisha,Balasore,756025,4,1
11-12-2025,Odisha,Balasore,756030,3,0
11-12-2025,Odisha,Balasore,756032,26,11
11-12-2025,Odisha,Balasore,756038,6,0
11-12-2025,Odisha,Balasore,756039,1,0
11-12-2025,Odisha,Balasore,756045,13,5
11-12-2025,Odisha,Balasore,756048,3,3
11-12-2025,Odisha,Balasore,756049,27,5
11-12-2025,Odisha,Balasore,756079,7,6
11-12-2025,Odisha,Balasore,756083,15,8
11-12-2025,Odisha,Balasore,756134,5,2
11-12-2025,Odisha,Bargarh,768028,17,9
11-12-2025,Odisha,Bargarh,768030,11,10
11-12-2025,Odisha,Bargarh,768038,14,6
11-12-2025,Odisha,Bargarh,768039,14,9
11-12-2025,Odisha,Bargarh,768040,9,7
11-12-2025,Odisha,Bargarh,768052,5,1
11-12-2025,Odisha,Bargarh,768104,6,11
11-12-2025,Odisha,Bargarh,768111,4,2
11-12-2025,Odisha,Bhadrak,756100,19,5
11-12-2025,Odisha,Bhadrak,756117,14,10
11-12-2025,Odisha,Bhadrak,756119,10,9
11-12-2025,Odisha,Bhadrak,756125,2,7
11-12-2025,Odisha,Bhadrak,756128,7,0
11-12-2025,Odisha,Bhadrak,756131,4,5
11-12-2025,Odisha,Bhadrak,756133,8,12
11-12-2025,Odisha,Bhadrak,756144,1,0
11-12-2025,Odisha,Bhadrak,756162,3,1
11-12-2025,Odisha,Bhadrak,756163,2,3
11-12-2025,Odisha,Kandhamal,762012,1,0
11-12-2025,Odisha,Boudh,762016,33,7
11-12-2025,Odisha,Boudh,762017,12,2
11-12-2025,Odisha,Boudh,762020,7,3
11-12-2025,Odisha,Khordha,752115,0,1
11-12-2025,Odisha,Cuttack,753001,32,16
11-12-2025,Odisha,Cuttack,753004,10,7
11-12-2025,Odisha,Cuttack,753006,1,1
11-12-2025,Odisha,Cuttack,753010,3,4
11-12-2025,Odisha,Cuttack,753012,3,1
11-12-2025,Odisha,Cuttack,754018,20,4
11-12-2025,Odisha,Cuttack,754026,1,0
11-12-2025,Odisha,Cuttack,754029,10,8
11-12-2025,Odisha,Kendrapara,754134,11,5
11-12-2025,Odisha,Cuttack,754200,9,7
11-12-2025,Odisha,Cuttack,754201,4,5
11-12-2025,Odisha,Cuttack,754221,11,5
11-12-2025,Odisha,Cuttack,754295,2,2
11-12-2025,Odisha,Cuttack,754298,0,1
11-12-2025,Odisha,Dhenkanal,759018,10,5
11-12-2025,Odisha,Dhenkanal,759019,5,8
11-12-2025,Odisha,Dhenkanal,759022,7,1
11-12-2025,Odisha,Gajapati,761016,46,10
11-12-2025,Odisha,Gajapati,761210,1,5
11-12-2025,Odisha,Gajapati,761212,7,4
11-12-2025,Odisha,Ganjam,760002,16,5
11-12-2025,Odisha,Ganjam,760005,1,0
11-12-2025,Odisha,Ganjam,761006,3,0
11-12-2025,Odisha,Ganjam,761014,12,7
11-12-2025,Odisha,Ganjam,761019,4,0
11-12-2025,Odisha,Ganjam,761035,10,8
11-12-2025,Odisha,Ganjam,761037,3,6
11-12-2025,Odisha,Ganjam,761042,7,3
11-12-2025,Odisha,Ganjam,761043,7,0
11-12-2025,Odisha,Ganjam,761054,16,3
11-12-2025,Odisha,Ganjam,761055,10,6
11-12-2025,Odisha,Ganjam,761102,10,4
11-12-2025,Odisha,Ganjam,761108,9,6
11-12-2025,Odisha,Ganjam,761110,3,7
11-12-2025,Odisha,Ganjam,761126,4,3
11-12-2025,Odisha,Ganjam,761140,1,2
11-12-2025,Odisha,Ganjam,761146,3,2
11-12-2025,Odisha,Jajpur,754292,5,1
11-12-2025,Odisha,Jajpur,755011,5,1
11-12-2025,Odisha,Jajpur,755012,2,0
11-12-2025,Odisha,Jajpur,755014,3,3
11-12-2025,Odisha,Jajpur,755019,4,1
11-12-2025,Odisha,Jajpur,755049,2,4
11-12-2025,Odisha,Jagatsinghpur,754102,7,5
11-12-2025,Odisha,Jagatsinghpur,754104,8,4
11-12-2025,Odisha,Jagatsinghpur,754113,10,5
11-12-2025,Odisha,Jagatsinghpur,754119,10,6
11-12-2025,Odisha,Jagatsinghpur,754145,0,1
